QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,ACT,101,Ainslie North,1630,83.16,330,16.84,1960,99.59,8,0.41,1968
1,ACT,102,Amaroo,1337,57.58,985,42.42,2322,99.27,17,0.73,2339
1,ACT,101,Aranda (Canberra),1218,83.31,244,16.69,1462,99.19,12,0.81,1474
1,ACT,102,Aranda (Fenner),122,75.78,39,24.22,161,100,0,0,161
1,ACT,101,Barton,1363,74.16,475,25.84,1838,99.51,9,0.49,1847
1,ACT,101,Belconnen (Canberra),471,67.58,226,32.42,697,99.57,3,0.43,700
1,ACT,102,Belconnen (Fenner),1220,68.39,564,31.61,1784,99.33,12,0.67,1796
1,ACT,318,Belconnen BEAN PPVC,667,57.01,503,42.99,1170,99.07,11,0.93,1181
1,ACT,101,Belconnen CANBERRA PPVC,5135,61.26,3247,38.74,8382,99.08,78,0.92,8460
1,ACT,102,Belconnen FENNER PPVC,8321,51.87,7720,48.13,16041,99.22,126,0.78,16167
1,ACT,102,Bonner,933,56.96,705,43.04,1638,99.09,15,0.91,1653
1,ACT,318,Bonython,638,57.22,477,42.78,1115,98.85,13,1.15,1128
1,ACT,101,Braddon,1441,79.09,381,20.91,1822,99.24,14,0.76,1836
1,ACT,101,Bruce (Canberra),626,72.88,233,27.12,859,99.08,8,0.92,867
1,ACT,102,Bruce (Fenner),133,71.51,53,28.49,186,99.47,1,0.53,187
1,ACT,318,Calwell,820,53.88,702,46.12,1522,98.83,18,1.17,1540
1,ACT,101,Campbell,1193,68.37,552,31.63,1745,99.26,13,0.74,1758
1,ACT,101,Campbell North,444,73.88,157,26.12,601,99.34,4,0.66,605
1,ACT,318,Chapman,1497,68.48,689,31.52,2186,99.41,13,0.59,2199
1,ACT,102,Charnwood,1039,55.68,827,44.32,1866,99.26,14,0.74,1880
1,ACT,102,Charnwood East,342,59.07,237,40.93,579,99.48,3,0.52,582
1,ACT,318,Chisholm,542,49.01,564,50.99,1106,98.49,17,1.51,1123
1,ACT,318,City (Bean),96,79.34,25,20.66,121,100,0,0,121
1,ACT,101,City (Canberra),1092,77.56,316,22.44,1408,99.02,14,0.98,1422
1,ACT,102,City (Fenner),109,71.71,43,28.29,152,99.35,1,0.65,153
1,ACT,318,City BEAN PPVC,1119,64.16,625,35.84,1744,99.49,9,0.51,1753
1,ACT,101,City CANBERRA PPVC,6204,73.83,2199,26.17,8403,98.87,96,1.13,8499
1,ACT,102,City FENNER PPVC,1484,62.64,885,37.36,2369,99,24,1,2393
1,ACT,318,Conder,931,49.42,953,50.58,1884,98.43,30,1.57,1914
1,ACT,318,Conder North,467,51.32,443,48.68,910,98.7,12,1.3,922
1,ACT,318,Coombs,1476,68.49,679,31.51,2155,97.91,46,2.09,2201
1,ACT,318,Curtin (Bean),150,70.42,63,29.58,213,97.26,6,2.74,219
1,ACT,101,Curtin (Canberra),1292,72.5,490,27.5,1782,99.22,14,0.78,1796
1,ACT,101,Deakin,563,63.9,318,36.1,881,98.99,9,1.01,890
1,ACT,318,Denman Prospect,678,64.39,375,35.61,1053,98.87,12,1.13,1065
1,ACT,101,Dickson,263,75.57,85,24.43,348,99.15,3,0.85,351
1,ACT,101,Dickson East,382,78.76,103,21.24,485,99.79,1,0.21,486
1,ACT,101,Downer,1039,80.05,259,19.95,1298,98.86,15,1.14,1313
1,ACT,318,Duffy,1133,67.6,543,32.4,1676,99.17,14,0.83,1690
1,ACT,318,EAV Bean PPVC,0,0,0,0,0,0,0,0,0
1,ACT,101,EAV Canberra PPVC,0,0,0,0,0,0,0,0,0
1,ACT,102,EAV Fenner PPVC,0,0,0,0,0,0,0,0,0
1,ACT,102,Evatt,973,60.66,631,39.34,1604,98.77,20,1.23,1624
1,ACT,102,Evatt South,679,66.9,336,33.1,1015,99.12,9,0.88,1024
1,ACT,318,Fadden,962,61.98,590,38.02,1552,98.85,18,1.15,1570
1,ACT,318,Farrer,1273,68.07,597,31.93,1870,98.52,28,1.48,1898
1,ACT,102,Florey,759,64.27,422,35.73,1181,98.66,16,1.34,1197
1,ACT,102,Forde,761,59.18,525,40.82,1286,99.38,8,0.62,1294
1,ACT,102,Franklin,781,61.35,492,38.65,1273,99.22,10,0.78,1283
1,ACT,102,Fraser Central,1145,59.45,781,40.55,1926,98.82,23,1.18,1949
1,ACT,318,Garran (Bean),412,66.24,210,33.76,622,99.2,5,0.8,627
1,ACT,101,Garran (Canberra),820,70.15,349,29.85,1169,99.32,8,0.68,1177
1,ACT,318,Gilmore,630,46.49,725,53.51,1355,98.62,19,1.38,1374
1,ACT,101,Giralang (Canberra),819,65.94,423,34.06,1242,98.89,14,1.11,1256
1,ACT,102,Giralang (Fenner),153,66.52,77,33.48,230,99.14,2,0.86,232
1,ACT,318,Gordon,1112,49.42,1138,50.58,2250,98.77,28,1.23,2278
1,ACT,318,Gordon North,210,45.75,249,54.25,459,98.5,7,1.5,466
1,ACT,318,Gowrie,730,56.72,557,43.28,1287,99.08,12,0.92,1299
1,ACT,318,Greenway,1023,57.38,760,42.62,1783,98.67,24,1.33,1807
1,ACT,101,Griffith,808,65.91,418,34.09,1226,99.35,8,0.65,1234
1,ACT,102,Gungahlin,723,60.96,463,39.04,1186,99.41,7,0.59,1193
1,ACT,318,Gungahlin BEAN PPVC,173,50.14,172,49.86,345,99.14,3,0.86,348
1,ACT,101,Gungahlin CANBERRA PPVC,943,57.75,690,42.25,1633,98.85,19,1.15,1652
1,ACT,102,Gungahlin FENNER PPVC,9526,51.58,8942,48.42,18468,99.21,147,0.79,18615
1,ACT,102,Hall,252,60.87,162,39.13,414,99.28,3,0.72,417
1,ACT,102,Hall PPVC,0,0,0,0,0,0,0,0,0
1,ACT,102,Harrison,1255,63.07,735,36.93,1990,99.4,12,0.6,2002
1,ACT,318,Holder,1042,65.13,558,34.88,1600,98.83,19,1.17,1619
1,ACT,102,Holt,1046,56.18,816,43.82,1862,99.31,13,0.69,1875
1,ACT,102,Holt West,621,62.1,379,37.9,1000,99.21,8,0.79,1008
1,ACT,318,Hughes (Bean),92,71.88,36,28.13,128,99.22,1,0.78,129
1,ACT,101,Hughes (Canberra),708,77.29,208,22.71,916,99.57,4,0.43,920
1,ACT,318,Isabella Plains,756,51.18,721,48.82,1477,98.8,18,1.2,1495
1,ACT,102,Jervis Bay,23,82.14,5,17.86,28,100,0,0,28
1,ACT,101,Kaleen,885,64.84,480,35.16,1365,99.34,9,0.66,1374
1,ACT,101,Kaleen South,886,69.87,382,30.13,1268,99.22,10,0.78,1278
1,ACT,318,Kambah North,834,60.61,542,39.39,1376,98.78,17,1.22,1393
1,ACT,318,Kambah South,942,61.77,583,38.23,1525,99.09,14,0.91,1539
1,ACT,318,Kambah West,1078,59.46,735,40.54,1813,98.69,24,1.31,1837
1,ACT,102,Latham,809,61.99,496,38.01,1305,98.71,17,1.29,1322
1,ACT,101,Lyneham,1697,79.56,436,20.44,2133,99.26,16,0.74,2149
1,ACT,101,Lyneham East,601,78.98,160,21.02,761,99.09,7,0.91,768
1,ACT,318,Lyons (Bean),436,70.32,184,29.68,620,99.52,3,0.48,623
1,ACT,101,Lyons (Canberra),521,69.1,233,30.9,754,98.82,9,1.18,763
1,ACT,102,Macgregor,1203,64.3,668,35.7,1871,99.15,16,0.85,1887
1,ACT,101,Macquarie (Canberra),874,74.76,295,25.24,1169,99.32,8,0.68,1177
1,ACT,102,Macquarie (Fenner),170,65.89,88,34.11,258,98.1,5,1.9,263
1,ACT,318,Mawson,1175,69.28,521,30.72,1696,99.07,16,0.93,1712
1,ACT,102,Melba,1207,69.49,530,30.51,1737,98.92,19,1.08,1756
1,ACT,318,Monash,830,56.31,644,43.69,1474,98.93,16,1.07,1490
1,ACT,101,Narrabundah,602,62.32,364,37.68,966,99.28,7,0.72,973
1,ACT,101,Narrabundah South,639,73.79,227,26.21,866,99.2,7,0.8,873
1,ACT,102,Ngunnawal,1342,62.71,798,37.29,2140,98.66,29,1.34,2169
1,ACT,102,Nicholls,1029,57.36,765,42.64,1794,98.9,20,1.1,1814
1,ACT,102,Nicholls North,730,58.78,512,41.22,1242,98.73,16,1.27,1258
1,ACT,318,Norfolk Island,166,56.66,127,43.34,293,95.13,15,4.87,308
1,ACT,318,Norfolk Island PPVC,265,50.86,256,49.14,521,99.24,4,0.76,525
1,ACT,101,Oaks Estate,91,59.48,62,40.52,153,98.71,2,1.29,155
1,ACT,102,Other Mobile Team 1,54,90,6,10,60,100,0,0,60
1,ACT,318,Other Mobile Team 1,5,55.56,4,44.44,9,100,0,0,9
1,ACT,318,Other Mobile Team 2,5,83.33,1,16.67,6,100,0,0,6
1,ACT,101,Page (Canberra),239,71.34,96,28.66,335,99.11,3,0.89,338
1,ACT,102,Page (Fenner),574,65.38,304,34.62,878,99.21,7,0.79,885
1,ACT,102,Palmerston,1388,64.11,777,35.89,2165,99.04,21,0.96,2186
1,ACT,318,Parkes (Bean),408,82.42,87,17.58,495,99.2,4,0.8,499
1,ACT,101,Parkes (Canberra),2028,82.37,434,17.63,2462,99.47,13,0.53,2475
1,ACT,102,Parkes (Fenner),232,75.82,74,24.18,306,100,0,0,306
1,ACT,318,Parkes BEAN PPVC,1484,70.77,613,29.23,2097,99.34,14,0.66,2111
1,ACT,101,Parkes CANBERRA PPVC,5750,72.18,2216,27.82,7966,99.58,34,0.43,8000
1,ACT,102,Parkes FENNER PPVC,936,67.78,445,32.22,1381,99.71,4,0.29,1385
1,ACT,318,Pearce,872,63.65,498,36.35,1370,99.2,11,0.8,1381
1,ACT,318,Queanbeyan BEAN PPVC,175,37.31,294,62.69,469,99.36,3,0.64,472
1,ACT,101,Queanbeyan CANBERRA PPVC,239,48.48,254,51.52,493,99,5,1,498
1,ACT,102,Queanbeyan FENNER PPVC,96,45.07,117,54.93,213,99.53,1,0.47,214
1,ACT,101,Red Hill,1332,69.96,572,30.04,1904,99.69,6,0.31,1910
1,ACT,318,Richardson,447,41.78,623,58.22,1070,98.89,12,1.11,1082
1,ACT,102,Scullin,641,69.52,281,30.48,922,99.03,9,0.97,931
1,ACT,101,Special Hospital Team 1,149,68.98,67,31.02,216,97.3,6,2.7,222
1,ACT,102,Special Hospital Team 1,86,46.49,99,53.51,185,97.37,5,2.63,190
1,ACT,318,Special Hospital Team 1,201,64.22,112,35.78,313,98.74,4,1.26,317
1,ACT,101,Special Hospital Team 2,82,72.57,31,27.43,113,96.58,4,3.42,117
1,ACT,101,Special Hospital Team 3,62,58.49,44,41.51,106,99.07,1,0.93,107
1,ACT,102,Taylor,1217,65.25,648,34.75,1865,99.52,9,0.48,1874
1,ACT,318,Tharwa,46,44.66,57,55.34,103,100,0,0,103
1,ACT,318,Theodore,672,51.97,621,48.03,1293,99,13,1,1306
1,ACT,102,Throsby,446,61.52,279,38.48,725,99.72,2,0.28,727
1,ACT,318,Torrens,479,68.04,225,31.96,704,98.88,8,1.12,712
1,ACT,318,Tuggeranong BEAN PPVC,10069,46.12,11762,53.88,21831,99.23,170,0.77,22001
1,ACT,101,Tuggeranong CANBERRA PPVC,373,57.38,277,42.62,650,98.34,11,1.66,661
1,ACT,102,Tuggeranong FENNER PPVC,231,50.88,223,49.12,454,99.13,4,0.87,458
1,ACT,101,Turner,1446,81.33,332,18.67,1778,99.44,10,0.56,1788
1,ACT,318,Wanniassa,748,53.2,658,46.8,1406,98.87,16,1.13,1422
1,ACT,318,Wanniassa Hills,890,66.37,451,33.63,1341,98.89,15,1.11,1356
1,ACT,318,Waramanga,1008,70.54,421,29.46,1429,99.17,12,0.83,1441
1,ACT,318,Waramanga West,437,65.32,232,34.68,669,98.96,7,1.04,676
1,ACT,101,Watson,2054,80.71,491,19.29,2545,99.38,16,0.62,2561
1,ACT,101,Weetangera (Canberra),1068,72.7,401,27.3,1469,99.66,5,0.34,1474
1,ACT,102,Weetangera (Fenner),174,69.88,75,30.12,249,98.81,3,1.19,252
1,ACT,318,Weston,878,64.7,479,35.3,1357,99.34,9,0.66,1366
1,ACT,318,Woden BEAN PPVC,6185,57.44,4582,42.56,10767,99.24,82,0.76,10849
1,ACT,101,Woden CANBERRA PPVC,3101,61.14,1971,38.86,5072,99.22,40,0.78,5112
1,ACT,102,Woden FENNER PPVC,626,58.07,452,41.93,1078,98.54,16,1.46,1094
1,ACT,101,Yarralumla,805,68.8,365,31.2,1170,99.83,2,0.17,1172
